ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,impressions,clicks,spent,Total_Conversion,Approved_Conversion,CTR,CPC,CPM,Conversion_rate,Approved_Conversion_Rate,CPA,Cost_Per_Approved,Conversions_per_1000
1121321,1178,144577,35-39,M,20,127476,21,30.15000057,3,2,0.0164736891650193,1.4357143128571428,0.2365151131977784,14.285714285714285,66.66666666666666,10.05000019,15.075000285,0.023533841664313285
1121322,1178,144577,35-39,M,20,237603,37,62.25000024,5,2,0.015572193953780044,1.682432438918919,0.26199164252976603,13.513513513513514,40.0,12.450000048,31.12500012,0.02104350534294601
1121327,1178,144578,35-39,M,21,271091,42,78.03999984,3,1,0.015492952550988414,1.8580952342857142,0.2878738130000627,7.142857142857142,33.33333333333333,26.013333279999998,78.03999984,0.011066394679277438
1121330,1178,144578,35-39,M,21,21743,2,3.400000095,1,0,0.009198362691440923,1.7000000475,0.15637217012371799,50.0,0.0,3.400000095,0.0,0.04599181345720462
1121333,1178,144579,35-39,M,22,88970,10,14.8300004,2,0,0.011239743733842868,1.4830000399999999,0.1666854040687872,20.0,0.0,7.4150002,0.0,0.022479487467685737
1121334,1178,144579,35-39,M,22,108362,13,22.42999983,1,1,0.01199682545541795,1.7253846023076922,0.20699137917351101,7.6923076923076925,100.0,22.42999983,22.42999983,0.009228327273398423
1121335,1178,144579,35-39,M,22,188596,27,44.14000034,3,0,0.014316316358777491,1.6348148274074075,0.23404526257184669,11.11111111111111,0.0,14.713333446666667,0.0,0.015907018176419437
1121336,1178,144579,35-39,M,22,275080,43,69.65999997,4,3,0.01563181619892395,1.6199999993023255,0.2532354223135088,9.30232558139535,75.0,17.4149999925,23.21999999,0.014541224371092046
1121337,1178,144580,35-39,M,23,64647,10,16.26999998,1,0,0.015468621900474887,1.626999998,0.251674478011354,10.0,0.0,16.26999998,0.0,0.015468621900474886
1121338,1178,144580,35-39,M,23,31265,4,5.789999902,1,0,0.012793858947705102,1.4474999755,0.1851911051335359,25.0,0.0,5.789999902,0.0,0.03198464736926275
1121340,1178,144580,35-39,M,23,140147,24,42.08000016,2,0,0.017124876023032958,1.75333334,0.3002561607455029,8.333333333333332,0.0,21.04000008,0.0,0.014270730019194131
1121341,1178,144580,35-39,M,23,223120,40,67.66999984,1,0,0.017927572606669058,1.691749996,0.30328970885622086,2.5,0.0,67.66999984,0.0,0.0044818931516672645
1121342,1178,144580,35-39,M,23,104869,18,34.07000089,1,0,0.017164271615062603,1.8927778272222224,0.3248815273341026,5.555555555555555,0.0,34.07000089,0.0,0.009535706452812558
1121344,1178,144581,35-39,M,24,165177,23,41.71999967,4,1,0.013924456794832209,1.8139130291304348,0.2525775360370996,17.391304347826086,25.0,10.4299999175,41.71999967,0.024216446599708192
1121345,1178,144581,35-39,M,24,84194,11,19.56999981,1,0,0.013065064018813691,1.7790908918181818,0.2324393639689289,9.090909090909092,0.0,19.56999981,0.0,0.011877330926194266
1121347,1178,144581,35-39,M,24,220581,31,57.37,1,1,0.014053794297786302,1.8506451612903225,0.26008586414967744,3.225806451612903,100.0,57.37,57.37,0.004533482031543968
1121350,1178,144582,35-39,M,25,75804,10,17.36999965,2,1,0.013191915993878952,1.736999965,0.22914357619650677,20.0,50.0,8.684999825,17.36999965,0.0263838319877579
1121352,1178,144582,35-39,M,25,368986,59,100.289999,0,0,0.01598976654940838,1.6998304915254236,0.2717989273305762,0.0,0.0,0.0,0.0,0.0
1121353,1178,144582,35-39,M,25,28194,3,3.709999919,2,0,0.010640561821664184,1.2366666396666666,0.1315882783216287,66.66666666666666,0.0,1.8549999595,0.0,0.07093707881109457
1121355,1178,144583,35-39,M,26,99961,14,23.2099998,1,0,0.014005462130230791,1.6578571285714285,0.232190552315403,7.142857142857142,0.0,23.2099998,0.0,0.01000390152159342
1121359,1178,144583,35-39,M,26,7573,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13204806549584047
1121361,1178,144584,35-39,M,27,685781,103,177.8899992,10,1,0.015019372073592007,1.7270873708737864,0.2593976782675519,9.70873786407767,10.0,17.788999920000002,177.8899992,0.014581914634555345
1121364,1178,144584,35-39,M,27,274222,43,66.7700001,2,1,0.01568072583527215,1.5527907,0.24348885246260332,4.651162790697675,50.0,33.38500005,66.7700001,0.007293360853614954
1121365,1178,144584,35-39,M,27,110503,25,32.67999995,4,0,0.02262382016777825,1.3071999980000002,0.2957385767807209,16.0,0.0,8.1699999875,0.0,0.0361981122684452
1121367,1178,144585,35-39,M,28,1447755,233,420.5799983,11,8,0.016093883288263555,1.805064370386266,0.290504953047995,4.721030042918455,72.72727272727273,38.2345453,52.5724997875,0.007597970651111548
1121368,1178,144585,35-39,M,28,358987,52,87.55000067,1,0,0.014485204199594972,1.6836538590384615,0.24388069949608204,1.9230769230769231,0.0,87.55000067,0.0,0.0027856161922298023
1121369,1178,144585,35-39,M,28,826205,125,232.3700008,5,1,0.015129417033302872,1.8589600064,0.2812498118505698,4.0,20.0,46.47400016,232.3700008,0.006051766813321149
1121370,1178,144585,35-39,M,28,550954,84,150.1400012,3,0,0.0152462819037524,1.7873809666666667,0.2725091408720147,3.571428571428571,0.0,50.046667066666664,0.0,0.005445100679911572
1121372,1178,144585,35-39,M,28,378350,55,96.48000073,4,0,0.01453680454605524,1.7541818314545454,0.25500198422095943,7.2727272727272725,0.0,24.1200001825,0.0,0.010572221488040176
1121373,1178,144586,35-39,M,29,492784,56,95.5100013,7,4,0.011364005324848209,1.7055357375,0.19381717202668916,12.5,57.14285714285714,13.6442859,23.877500325,0.014205006656060263
1121374,1178,144586,35-39,M,29,327158,43,72.3100003,6,2,0.013143496414576444,1.6816279139534884,0.22102470457699339,13.953488372093023,33.33333333333333,12.051666716666666,36.15500015,0.018339762438943873
1121375,1178,144586,35-39,M,29,9921,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10079629069650237
1121377,1178,144586,35-39,M,29,59390,5,9.209999919,5,3,0.008418925745074928,1.8419999837999999,0.15507661086041422,100.0,60.0,1.8419999837999999,3.069999973,0.08418925745074927
1121378,1178,144586,35-39,M,29,1040330,147,254.2500038,13,2,0.014130131785106649,1.729591862585034,0.24439360952774603,8.843537414965986,15.384615384615385,19.5576926,127.1250019,0.012496034911999077
1121379,1178,144587,35-39,M,30,49422,6,11.17000031,1,0,0.012140342357654486,1.8616667183333335,0.2260127131641779,16.666666666666664,0.0,11.17000031,0.0,0.020233903929424146
1121380,1178,144587,35-39,M,30,131091,18,34.23000026,3,1,0.013730919742774102,1.901666681111111,0.2611163257584426,16.666666666666664,33.33333333333333,11.410000086666665,34.23000026,0.02288486623795684
1121381,1178,144587,35-39,M,30,95691,15,25.26000011,1,1,0.015675455371978557,1.6840000073333334,0.2639746696136523,6.666666666666667,100.0,25.26000011,25.26000011,0.010450303581319037
1121390,1178,144588,35-39,M,31,15513,1,1.289999962,1,0,0.00644620640752917,1.289999962,0.08315606020756784,100.0,0.0,1.289999962,0.0,0.0644620640752917
1121391,1178,144589,35-39,M,32,382537,63,113.9900012,4,3,0.016468995156024124,1.8093650984126983,0.29798425041237836,6.349206349206349,75.0,28.4975003,37.99666706666667,0.010456504860967698
1121394,1178,144589,35-39,M,32,461356,64,121.0999982,6,3,0.013872150790279092,1.892187471875,0.26248709933326975,9.375,50.0,20.183333033333334,40.36666606666667,0.013005141365886647
1121395,1178,144589,35-39,M,32,392541,53,98.70000017,3,2,0.013501774336948243,1.8622641541509433,0.2514387036513383,5.660377358490567,66.66666666666666,32.90000005666666,49.350000085,0.007642513775631081
1121398,1178,144590,35-39,M,36,35088,5,8.800000072,1,1,0.014249886000911993,1.7600000143999999,0.2507979956680346,20.0,100.0,8.800000072,8.800000072,0.028499772001823985
1121400,1178,144590,35-39,M,36,53933,6,9.929999948,3,1,0.01112491424545269,1.6549999913333335,0.18411732979808282,50.0,33.33333333333333,3.309999982666667,9.929999948,0.055624571227263456
1121403,1178,144591,35-39,M,63,228861,33,53.38999939,4,2,0.01441923263465597,1.6178787693939394,0.2332857035056213,12.121212121212121,50.0,13.3474998475,26.694999695,0.017477857738976935
1121405,1178,144591,35-39,M,63,20959,2,3.769999981,1,1,0.009542440001908488,1.8849999905,0.1798749931294432,50.0,100.0,3.769999981,3.769999981,0.047712200009542446
1121410,1178,144592,35-39,M,64,24992,2,3.190000057,1,0,0.008002560819462228,1.5950000285,0.12764084735115236,50.0,0.0,3.190000057,0.0,0.04001280409731114
1121411,1178,144592,35-39,M,64,100351,15,24.17999995,2,1,0.014947534155115546,1.6119999966666667,0.24095425008221144,13.333333333333334,50.0,12.089999975,24.17999995,0.01993004554015406
1121412,1178,144592,35-39,M,64,292448,43,76.89999968,2,1,0.014703468650837073,1.7883720855813952,0.2629527289637816,4.651162790697675,50.0,38.44999984,76.89999968,0.006838822628296312
1121413,1178,144592,35-39,M,64,65060,7,14.5200001,1,1,0.010759299108515216,2.0742857285714287,0.22317860590224411,14.285714285714285,100.0,14.5200001,14.5200001,0.01537042729787888
1121414,1178,144592,35-39,M,64,133316,21,36.17000055,2,0,0.015752047766209608,1.7223809785714284,0.27131027446067985,9.523809523809524,0.0,18.085000275,0.0,0.01500195025353296
1121415,1178,144593,35-39,M,65,113501,26,38.44000077,5,4,0.022907287160465546,1.478461568076923,0.3386754369565026,19.230769230769234,80.0,7.688000153999999,9.6100001925,0.044052475308587594
1121418,1178,144593,35-39,M,65,192810,41,61.92999995,4,3,0.02126445723769514,1.5104878036585367,0.32119703308957004,9.75609756097561,75.0,15.4824999875,20.643333316666666,0.02074581193921477
1121421,1178,144594,35-39,M,2,233404,43,70.4100008,2,1,0.018422991893883568,1.6374418790697676,0.30166578464807803,4.651162790697675,50.0,35.2050004,70.4100008,0.008568833439015613
1121422,1178,144594,35-39,M,2,128843,24,37.5999999,2,0,0.018627321623991992,1.5666666625,0.2918280379997361,8.333333333333332,0.0,18.79999995,0.0,0.015522768019993324
1121423,1178,144594,35-39,M,2,63564,12,20.59000027,2,0,0.018878610534264678,1.7158333558333334,0.3239254966647788,16.666666666666664,0.0,10.295000135,0.0,0.031464350890441126
1121425,1178,144594,35-39,M,2,85970,14,24.78000021,1,1,0.016284750494358496,1.7700000150000001,0.28824008619285796,7.142857142857142,100.0,24.78000021,24.78000021,0.011631964638827498
1121428,1178,144595,35-39,M,7,131232,16,29.53999937,1,1,0.0121921482565228,1.846249960625,0.2250975323853938,6.25,100.0,29.53999937,29.53999937,0.00762009266032675
1121429,1178,144595,35-39,M,7,152454,22,37.84999979,1,1,0.01443058233959096,1.7204545359090908,0.24827160841958884,4.545454545454546,100.0,37.84999979,37.84999979,0.006559355608904981
1121430,1178,144595,35-39,M,7,28989,2,2.290000021,1,0,0.006899168650177653,1.1450000105,0.07899548176894684,50.0,0.0,2.290000021,0.0,0.03449584325088827
1121433,1178,144596,35-39,M,66,80248,15,24.1900003,1,1,0.018692054630645,1.6126666866666668,0.30144053808194593,6.666666666666667,100.0,24.1900003,24.1900003,0.012461369753763333
1121437,1178,144596,35-39,M,66,38580,5,8.519999981,1,0,0.012960082944530845,1.7039999961999999,0.22083981288232246,20.0,0.0,8.519999981,0.0,0.02592016588906169
1121439,1178,144597,40-44,M,10,621591,91,163.36,5,1,0.014639851606603057,1.7951648351648353,0.26280946796205223,5.4945054945054945,20.0,32.672000000000004,163.36,0.008043874509122558
1121440,1178,144597,40-44,M,10,250499,36,58.14000005,3,1,0.014371314855548325,1.6150000013888888,0.23209673511670703,8.333333333333332,33.33333333333333,19.380000016666667,58.14000005,0.011976095712956937
1121442,1178,144597,40-44,M,10,131637,18,29.30999982,2,1,0.01367396704573942,1.6283333233333335,0.2226577620273935,11.11111111111111,50.0,14.65499991,29.30999982,0.015193296717488244
1121443,1178,144597,40-44,M,10,463813,69,116.3399996,4,2,0.014876685215808958,1.6860869507246377,0.2508338481241362,5.797101449275362,50.0,29.0849999,58.1699998,0.008624165342497948
1121444,1178,144597,40-44,M,10,211767,35,60.89999914,5,1,0.01652759872879155,1.7399999754285713,0.28758021381990584,14.285714285714285,20.0,12.179999828,60.89999914,0.02361085532684507
1121446,1178,144598,40-44,M,15,163181,26,40.02000093,1,1,0.015933227520360825,1.539230805,0.2452491462241315,3.8461538461538463,100.0,40.02000093,40.02000093,0.00612816443090801
1121451,1178,144599,40-44,M,16,1117385,147,260.0699984,11,2,0.013155716248204512,1.769183662585034,0.232748782559279,7.482993197278912,18.181818181818183,23.642727127272725,130.0349992,0.009844413519064602
1121452,1178,144599,40-44,M,16,1663441,205,359.4700001,17,6,0.012323851582352486,1.7535121956097561,0.21610024046539672,8.292682926829269,35.294117647058826,21.14529412352941,59.91166668333333,0.01021977936097523
1121453,1178,144599,40-44,M,16,455248,54,105.7099996,5,2,0.011861666608090534,1.9575925851851852,0.2322031059993674,9.25925925925926,40.0,21.14199992,52.8549998,0.010983024637120866
1121454,1178,144599,40-44,M,16,75589,6,10.66000009,1,1,0.00793766288745717,1.7766666816666667,0.14102581182447183,16.666666666666664,100.0,10.66000009,10.66000009,0.013229438145761949
1121455,1178,144599,40-44,M,16,594267,82,143.3000009,3,2,0.0137985114435094,1.7475609865853656,0.24113740271628745,3.6585365853658534,66.66666666666666,47.76666696666666,71.65000045,0.0050482358939668535
1121456,1178,144599,40-44,M,16,315281,35,65.02999854,1,0,0.011101208128621769,1.857999958285714,0.2062604423990028,2.857142857142857,0.0,65.02999854,0.0,0.003171773751034791
1121464,1178,144601,40-44,M,19,363456,71,117.5599997,7,1,0.0195346892058461,1.655774643661972,0.3234504305885719,9.859154929577464,14.285714285714285,16.79428567142857,117.5599997,0.019259552738158128
1121466,1178,144601,40-44,M,19,438983,81,143.4300001,3,1,0.018451739589004586,1.7707407419753087,0.3267324705056916,3.7037037037037033,33.33333333333333,47.81000003333333,143.4300001,0.006833977625557254
1121467,1178,144601,40-44,M,19,42563,5,9.659999847,1,1,0.011747292249136574,1.9319999694,0.2269576826586472,20.0,100.0,9.659999847,9.659999847,0.023494584498273147
1121469,1178,144602,40-44,M,20,399035,75,124.7999995,7,3,0.018795343766837495,1.6639999933333334,0.312754519027153,9.333333333333334,42.857142857142854,17.828571357142856,41.599999833333335,0.01754232084904833
1121471,1178,144602,40-44,M,20,304680,59,98.55000019,3,0,0.01936457923066824,1.6703389862711866,0.32345411641722466,5.084745762711865,0.0,32.85000006333333,0.0,0.009846396218983852
1121472,1178,144602,40-44,M,20,140596,23,40.77000022,1,0,0.016358929130273977,1.7726087052173913,0.2899798018435802,4.3478260869565215,0.0,40.77000022,0.0,0.007112577882727816
1121473,1178,144602,40-44,M,20,439986,80,134.8799999,4,3,0.018182396712622673,1.68599999875,0.30655520834753835,5.0,75.0,33.719999975,44.959999966666665,0.009091198356311338
1121474,1178,144602,40-44,M,20,75803,11,19.3599999,2,2,0.014511299025104547,1.7599999909090907,0.255398861522631,18.181818181818183,100.0,9.67999995,9.67999995,0.026384180045644634
1121477,1178,144603,40-44,M,21,7073,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14138272303124558
1121481,1178,144604,40-44,M,22,153586,28,43.01000035,2,0,0.018230828330707226,1.5360714410714285,0.28003854745875273,7.142857142857142,0.0,21.505000175,0.0,0.013022020236219447
1121482,1178,144604,40-44,M,22,180815,31,42.62999976,1,0,0.017144595304593092,1.375161282580645,0.2357658366839034,3.225806451612903,0.0,42.62999976,0.0,0.005530514614384869
1121483,1178,144604,40-44,M,22,253169,51,75.78999984,1,0,0.020144646461454602,1.486078428235294,0.2993652455079413,1.9607843137254901,0.0,75.78999984,0.0,0.003949930678716589
1121484,1178,144604,40-44,M,22,34453,5,7.710000038,1,1,0.014512524308478216,1.5420000076,0.22378312593968597,20.0,100.0,7.710000038,7.710000038,0.02902504861695643
1121487,1178,144605,40-44,M,23,51550,8,14.03999984,1,0,0.015518913676042675,1.75499998,0.27235693191076626,12.5,0.0,14.03999984,0.0,0.019398642095053344
1121489,1178,144605,40-44,M,23,110018,24,39.85999966,1,0,0.02181461215437474,1.6608333191666667,0.36230434710683707,4.166666666666666,0.0,39.85999966,0.0,0.009089421730989474
1121493,1178,144606,40-44,M,24,137584,21,36.77999961,1,0,0.015263402721246657,1.7514285528571427,0.2673275933974881,4.761904761904762,0.0,36.77999961,0.0,0.0072682870101174555
1121497,1178,144606,40-44,M,24,209825,30,54.86999953,1,0,0.01429762897652806,1.8289999843333333,0.2615036317407363,3.3333333333333335,0.0,54.86999953,0.0,0.0047658763255093535
1121499,1178,144607,40-44,M,25,264222,63,87.7899996,1,1,0.02384358607534573,1.393492057142857,0.33225847809796305,1.5873015873015872,100.0,87.7899996,87.7899996,0.0037846962024358304
1121510,1178,144608,40-44,M,26,31202,5,6.730000019,1,0,0.016024613806807256,1.3460000038,0.215691302448561,20.0,0.0,6.730000019,0.0,0.03204922761361451
1121511,1178,144609,40-44,M,27,252991,49,76.83999932,3,0,0.019368277922930065,1.5681632514285715,0.3037262168219423,6.122448979591836,0.0,25.61333310666667,0.0,0.011858129340569427
1121514,1178,144609,40-44,M,27,56265,9,15.53999972,1,0,0.015995734470807786,1.7266666355555556,0.27619301021949705,11.11111111111111,0.0,15.53999972,0.0,0.01777303830089754
1121523,1178,144611,40-44,M,29,76923,11,17.67000008,2,2,0.014300014300014301,1.6063636436363637,0.22971023075023075,18.181818181818183,100.0,8.83500004,8.83500004,0.026000026000026
1121524,1178,144611,40-44,M,29,209332,30,49.60000014,3,1,0.014331301473257792,1.653333338,0.2369441850266562,10.0,33.33333333333333,16.53333338,49.60000014,0.014331301473257792
1121525,1178,144611,40-44,M,29,214094,31,53.26999903,1,0,0.014479621101011706,1.718387065483871,0.24881593613085842,3.225806451612903,0.0,53.26999903,0.0,0.004670845516455389
1121526,1178,144611,40-44,M,29,526209,85,126.9299996,3,2,0.016153277500004753,1.4932941129411765,0.2412159419546226,3.5294117647058822,66.66666666666666,42.309999866666665,63.4649998,0.005701156764707559
1121527,1178,144611,40-44,M,29,741143,120,179.620001,4,1,0.01619120736484052,1.4968333416666666,0.24235539025532185,3.3333333333333335,25.0,44.90500025,179.620001,0.005397069121613508
1121528,1178,144611,40-44,M,29,172827,25,38.42000043,2,0,0.01446533238440753,1.5368000172,0.22230323057161208,8.0,0.0,19.210000215,0.0,0.011572265907526023
1121530,1178,144612,40-44,M,30,188873,38,58.5999999,1,1,0.02011933945031847,1.5421052605263157,0.31026139204650743,2.631578947368421,100.0,58.5999999,58.5999999,0.005294563013241702
1121532,1178,144612,40-44,M,30,123126,25,39.72999978,2,1,0.0203044036190569,1.5891999912,0.32267758052726475,8.0,50.0,19.86499989,39.72999978,0.016243522895245523
1121535,1178,144613,40-44,M,31,77794,14,19.11000001,1,1,0.017996246497159165,1.3650000007142857,0.2456487648147672,7.142857142857142,100.0,19.11000001,19.11000001,0.012854461783685116
1121541,1178,144614,40-44,M,32,56630,9,15.81000018,1,1,0.015892636411795866,1.7566666866666667,0.2791806494790747,11.11111111111111,100.0,15.81000018,15.81000018,0.017658484901995408
1121544,1178,144614,40-44,M,32,400844,85,140.9700022,4,2,0.02120525690792428,1.6584706141176473,0.3516829544660766,4.705882352941177,50.0,35.24250055,70.4850011,0.009978944427258484
1121545,1178,144614,40-44,M,32,208572,36,60.76000023,2,1,0.017260226684310456,1.6877777841666668,0.2913142714745987,5.555555555555555,50.0,30.380000115,60.76000023,0.00958901482461692
1121548,1178,144615,40-44,M,36,59004,8,13.51000011,1,0,0.013558402820147787,1.68875001375,0.22896752948952612,12.5,0.0,13.51000011,0.0,0.016948003525184732
1121551,1178,144615,40-44,M,36,196253,32,55.10000002,1,0,0.01630548322828186,1.721875000625,0.28076003943888755,3.125,0.0,55.10000002,0.0,0.005095463508838082
1121554,1178,144616,40-44,M,63,51858,8,12.63000011,1,1,0.01542674225770373,1.57875001375,0.24354969551467467,12.5,100.0,12.63000011,12.63000011,0.019283427822129662
1121557,1178,144616,40-44,M,63,280764,49,81.36000025,2,1,0.01745237993474947,1.6604081683673468,0.28978074201108406,4.081632653061225,50.0,40.680000125,81.36000025,0.007123420381530396
1121561,1178,144617,40-44,M,64,63660,11,16.47000003,1,1,0.017279296261388626,1.4972727300000002,0.25871819085768144,9.090909090909092,100.0,16.47000003,16.47000003,0.015708451146716935
1121562,1178,144617,40-44,M,64,109289,19,31.02999997,1,0,0.017385098225804977,1.6331578931578947,0.28392610390798706,5.263157894736842,0.0,31.02999997,0.0,0.009150051697792093
1121568,1178,144618,40-44,M,65,188440,40,60.72999966,2,1,0.021226915729144556,1.5182499914999998,0.32227764625344935,5.0,50.0,30.36499983,60.72999966,0.010613457864572276
1121571,1178,144619,40-44,M,2,212496,44,74.83000135,2,1,0.0207062721180634,1.7006818488636364,0.3521478114882163,4.545454545454546,50.0,37.415000675,74.83000135,0.009411941871847
1121572,1178,144619,40-44,M,2,32574,5,7.480000019,1,0,0.015349665377294775,1.4960000038,0.22963099462761713,20.0,0.0,7.480000019,0.0,0.030699330754589547
1121575,1178,144619,40-44,M,2,128595,23,36.4800005,1,1,0.01788560986041448,1.5860869782608698,0.2836813289785762,4.3478260869565215,100.0,36.4800005,36.4800005,0.007776352113223686
1121577,1178,144620,40-44,M,7,242234,48,68.06000054,2,0,0.01981555025306109,1.4179166779166668,0.2809679918591115,4.166666666666666,0.0,34.03000027,0.0,0.008256479272108787
1121584,1178,144621,40-44,M,66,33154,5,7.879999995,1,1,0.015081136514447728,1.575999999,0.23767871131688487,20.0,100.0,7.879999995,7.879999995,0.03016227302889546
1121585,1178,144621,40-44,M,66,9773,1,1.460000038,1,0,0.010232272587741738,1.460000038,0.14939118366929297,100.0,0.0,1.460000038,0.0,0.10232272587741738
1121589,1178,144622,45-49,M,10,464036,77,123.5500004,3,1,0.016593540156367177,1.6045454597402597,0.2662508951891664,3.896103896103896,33.33333333333333,41.18333346666667,123.5500004,0.0064650156453378614
1121590,1178,144622,45-49,M,10,478480,75,135.7500012,3,1,0.015674636348436716,1.8100000160000003,0.2837109204146464,4.0,33.33333333333333,45.250000400000005,135.7500012,0.0062698545393746865
1121592,1178,144622,45-49,M,10,428812,66,116.8800001,4,2,0.015391360316409055,1.7709090924242425,0.27256699929106465,6.0606060606060606,50.0,29.220000025,58.44000005,0.009328097161460035
1121593,1178,144622,45-49,M,10,1177535,221,365.6600009,15,3,0.018768019634235925,1.6545701398190045,0.31053004870343554,6.787330316742081,20.0,24.377333393333334,121.88666696666667,0.012738474864866012
1121594,1178,144622,45-49,M,10,426500,72,128.2799988,4,1,0.016881594372801876,1.7816666499999998,0.30077373692848763,5.555555555555555,25.0,32.0699997,128.2799988,0.009378663540445488
1121597,1178,144623,45-49,M,15,54237,7,10.77999985,2,1,0.012906318564817377,1.5399999785714285,0.19875730313254789,28.57142857142857,50.0,5.389999925,10.77999985,0.036875195899478214
1121598,1178,144623,45-49,M,15,506916,89,133.6999986,2,2,0.01755714950800527,1.5022471752808988,0.2637517825438534,2.247191011235955,100.0,66.8499993,66.8499993,0.003945426855731521
1121599,1178,144623,45-49,M,15,250960,42,64.87999952,2,0,0.01673573477845075,1.5447618933333334,0.2585272534268409,4.761904761904762,0.0,32.43999976,0.0,0.007969397513547975
1121601,1178,144624,45-49,M,16,2286228,353,603.380002,16,7,0.015440279797115599,1.7092917903682718,0.26391943498198783,4.53257790368272,43.75,37.711250125,86.19714314285714,0.006998427103508486
1121602,1178,144624,45-49,M,16,915451,125,220.559999,6,1,0.013654471948799008,1.764479992,0.24093042554981098,4.8,16.666666666666664,36.75999983333333,220.559999,0.0065541465354235235
1121603,1178,144624,45-49,M,16,159478,20,33.89999998,3,1,0.01254091473432072,1.6949999989999998,0.21256850462132706,15.0,33.33333333333333,11.299999993333332,33.89999998,0.018811372101481084
1121605,1178,144624,45-49,M,16,1228924,190,318.9700032,6,3,0.015460679423625872,1.6787894905263159,0.2595522613277957,3.1578947368421053,50.0,53.161667200000004,106.32333440000001,0.004882319817987117
1121606,1178,144624,45-49,M,16,938283,134,248.6400001,7,2,0.014281405503456846,1.8555223888059702,0.2649946765528098,5.223880597014925,28.57142857142857,35.52000001428571,124.32000005,0.007460435710761039
1121607,1178,144625,45-49,M,18,154572,26,40.93000007,1,1,0.016820640219444658,1.5742307719230768,0.26479569436896716,3.8461538461538463,100.0,40.93000007,40.93000007,0.006469477007478716
1121609,1178,144625,45-49,M,18,378171,70,109.2500008,1,0,0.018510144881548295,1.5607142971428571,0.288890477588181,1.4285714285714286,0.0,109.2500008,0.0,0.0026443064116497563
1121612,1178,144625,45-49,M,18,468749,84,134.1199975,6,1,0.01792003822941489,1.596666636904762,0.28612327172964636,7.142857142857142,16.666666666666664,22.35333291666667,134.1199975,0.012800027306724922
1121613,1178,144626,45-49,M,19,309823,60,103.3899996,4,4,0.019365896011593716,1.72316666,0.33370666348205263,6.666666666666667,100.0,25.8474999,25.8474999,0.012910597341062478
1121615,1178,144626,45-49,M,19,327227,65,116.5599996,5,0,0.0198638865374801,1.793230763076923,0.35620532413278855,7.6923076923076925,0.0,23.311999919999998,0.0,0.015279912721138537
1121616,1178,144626,45-49,M,19,334945,72,120.2999994,2,1,0.021496066518383615,1.670833325,0.3591634429533207,2.7777777777777777,50.0,60.1499997,120.2999994,0.0059711295884398935
1121617,1178,144626,45-49,M,19,68859,15,25.45999968,1,0,0.02178364483945454,1.697333312,0.3697410604278308,6.666666666666667,0.0,25.45999968,0.0,0.014522429892969691
1121619,1178,144627,45-49,M,20,127125,20,35.67999983,2,0,0.015732546705998034,1.7839999915,0.28066863189773844,10.0,0.0,17.839999915,0.0,0.015732546705998034
1121620,1178,144627,45-49,M,20,415798,80,131.7800006,3,1,0.01924011178504947,1.6472500074999998,0.31693274282223577,3.75,33.33333333333333,43.926666866666665,131.7800006,0.007215041919393552
1121622,1178,144627,45-49,M,20,107671,20,29.91000021,1,1,0.018575103788392416,1.4955000105,0.27779067910579447,5.0,100.0,29.91000021,29.91000021,0.00928755189419621
1121623,1178,144627,45-49,M,20,164356,28,46.7900002,2,1,0.017036189734478815,1.6710714357142857,0.28468690038696487,7.142857142857142,50.0,23.3950001,46.7900002,0.012168706953199153
1121624,1178,144627,45-49,M,20,17662,2,3.189999938,1,0,0.011323745895142113,1.594999969,0.18061374351715548,50.0,0.0,3.189999938,0.0,0.05661872947571056
1121627,1178,144628,45-49,M,21,65339,10,16.67999983,2,0,0.01530479499227108,1.667999983,0.25528397786926643,20.0,0.0,8.339999915,0.0,0.030609589984542156
1121628,1178,144628,45-49,M,21,59838,7,11.11000013,1,0,0.011698251946923359,1.5871428757142856,0.1856679723587018,14.285714285714285,0.0,11.11000013,0.0,0.016711788495604802
1121629,1178,144628,45-49,M,21,381577,81,127.5699993,2,0,0.021227694541337657,1.5749382629629631,0.33432308367642705,2.4691358024691357,0.0,63.78499965,0.0,0.005241406059589546
1121635,1178,144629,45-49,M,22,45491,8,11.00999999,1,0,0.017585896111318722,1.37624999875,0.24202589501220023,12.5,0.0,11.00999999,0.0,0.021982370139148402
1121638,1178,144630,45-49,M,23,18946,2,3.599999905,1,0,0.010556317956296843,1.7999999525,0.19001371819909216,50.0,0.0,3.599999905,0.0,0.05278158978148422
1121641,1178,144630,45-49,M,23,114370,18,33.65999997,1,0,0.01573839293521028,1.8699999983333333,0.2943079476261257,5.555555555555555,0.0,33.65999997,0.0,0.00874355163067238
1121642,1178,144630,45-49,M,23,99698,21,33.3499999,1,0,0.021063612108567876,1.5880952333333334,0.33451021986398927,4.761904761904762,0.0,33.3499999,0.0,0.010030291480270417
1121644,1178,144631,45-49,M,24,355165,81,128.6099997,4,3,0.022806301296580463,1.5877777740740742,0.362113383075472,4.938271604938271,75.0,32.152499925,42.8699999,0.011262371010657019
